,molecule_chembl_id,canonical_smiles,MW,LogP,NumHDonors,NumHAcceptors,pIC50,bioactivity_class
145,CHEMBL224025,O=C(NCCNc1ccnc2cc(Cl)ccc12)N/N=C/c1ccc(O)c(CN2CCN(c3ccnc4cc(Cl)ccc34)CC2)c1O,659.5780000000001,5.568400000000005,5.0,9.0,5.5003129173815966,intermediate
146,CHEMBL398828,C/C(CC(=O)c1ccc(Cl)c(Cl)c1)=N\NC(=S)NCCCNc1ccnc2cc(Cl)ccc12,522.8890000000002,6.110000000000004,3.0,5.0,4.698970004336019,inactive
147,CHEMBL250154,C/C(CC(=O)c1ccc(Cl)c(Cl)c1)=N\NC(=S)NCCNc1ccnc2cc(Cl)ccc12,508.86200000000025,5.7199000000000035,3.0,5.0,5.354970935278858,intermediate
148,CHEMBL250155,C/C(CC(=O)c1ccc(Br)cc1)=N\NC(=S)NCCNc1ccnc2cc(Cl)ccc12,518.8680000000002,5.175600000000004,3.0,5.0,4.888334304060481,inactive
149,CHEMBL399032,C/C(CC(=O)c1ccc(Br)cc1)=N\NC(=S)NCCCNc1ccnc2cc(Cl)ccc12,532.8950000000002,5.565700000000004,3.0,5.0,4.698970004336019,inactive
150,CHEMBL378223,O=C(CN1C(=O)[C@@H](COC(=O)Nc2ccc(Cl)cc2C(F)(F)F)N=C(c2ccccc2)c2ccccc21)N[C@H]1CC(=O)OC1O,644.9900000000001,3.910200000000003,3.0,8.0,5.096910013008056,intermediate
151,CHEMBL272015,CS(=O)(=O)/C=C/[C@H](CCc1ccccc1)NC(=O)CN1C(=O)[C@@H](COC(=O)Nc2ccc(Cl)cc2C(F)(F)F)N=C(c2ccccc2)c2ccccc21,767.2260000000002,6.836000000000006,2.0,7.0,5.096910013008056,intermediate
152,CHEMBL403991,CCS(=O)(=O)/C=C/[C@H](CCc1ccccc1)NC(=O)CN1C(=O)[C@@H](COC(=O)Nc2ccc(Cl)cc2C(F)(F)F)N=C(c2ccccc2)c2ccccc21,781.2530000000003,7.226100000000006,2.0,7.0,5.096910013008056,intermediate
153,CHEMBL402455,O=C(CN1C(=O)[C@@H](COC(=O)Nc2ccc(Cl)cc2C(F)(F)F)N=C(c2ccccc2)c2ccccc21)N[C@H](/C=C/S(=O)(=O)c1ccccc1)CCc1ccccc1,829.297,8.265300000000007,2.0,7.0,5.096910013008056,intermediate
154,CHEMBL405741,COc1ccc(S(=O)(=O)/C=C/[C@H](CCc2ccccc2)NC(=O)CN2C(=O)[C@@H](COC(=O)Nc3ccc(Cl)cc3C(F)(F)F)N=C(c3ccccc3)c3ccccc32)cc1,859.3230000000002,8.273900000000005,2.0,8.0,5.096910013008056,intermediate
155,CHEMBL407354,CS(=O)(=O)/C=C/CNC(=O)CN1C(=O)[C@@H](COC(=O)Nc2ccc(Cl)cc2C(F)(F)F)N=C(c2ccccc2)c2ccccc21,663.0740000000002,4.8346000000000044,2.0,7.0,5.096910013008056,intermediate
156,CHEMBL270278,CCS(=O)(=O)/C=C/CNC(=O)CN1C(=O)[C@@H](COC(=O)Nc2ccc(Cl)cc2C(F)(F)F)N=C(c2ccccc2)c2ccccc21,677.1010000000001,5.224700000000006,2.0,7.0,5.096910013008056,intermediate
157,CHEMBL408071,O=C(CN1C(=O)[C@@H](COC(=O)Nc2ccc(Cl)cc2C(F)(F)F)N=C(c2ccccc2)c2ccccc21)NC/C=C/S(=O)(=O)c1ccccc1,725.1450000000001,6.263900000000006,2.0,7.0,5.096910013008056,intermediate
158,CHEMBL271992,COc1ccc(S(=O)(=O)/C=C/CNC(=O)CN2C(=O)C(COC(=O)Nc3ccc(Cl)cc3C(F)(F)F)N=C(c3ccccc3)c3ccccc32)cc1,755.1710000000002,6.272500000000006,2.0,8.0,5.096910013008056,intermediate
159,CHEMBL488829,O=C[C@H](CCc1ccccc1)n1cccc(NC(=O)OCc2ccccc2)c1=O,390.4390000000002,3.969800000000003,1.0,5.0,4.962573502059376,inactive
160,CHEMBL486232,CC(C)C[C@H](NC(=O)N1CCOCC1)C(=O)N[C@H](/C=C/S(=O)(=O)c1ccccc1)CCc1ccccc1,527.6870000000002,3.5481000000000025,2.0,5.0,8.698970004336019,active
161,CHEMBL487275,COC(=O)/C=C/[C@H](CCc1ccccc1)n1cccc(NC(=O)OCc2ccccc2)c1=O,446.50300000000027,4.500100000000003,1.0,6.0,4.721246399047171,inactive
162,CHEMBL374508,CC(C)C[C@H](NC(=O)[C@H]1O[C@@H]1C(=O)O)C(=O)NCCCCN=C(N)N,357.4110000000002,-1.460899999999997,5.0,5.0,7.327902142064283,active
163,CHEMBL592303,C#CCOc1ccc(C(=O)/C=C/c2ccc(OC)c(OC)c2OC)cc1,352.3860000000001,3.6205000000000025,0.0,5.0,4.0,inactive
164,CHEMBL592268,C#CCOc1ccc(C(=O)/C=C/c2ccc(OC)cc2OC)cc1,322.36000000000007,3.611900000000002,0.0,4.0,4.0,inactive
165,CHEMBL606235,C#CCOc1ccc(C(=O)/C=C/c2ccc(OC)cc2)cc1,292.334,3.6033000000000026,0.0,3.0,4.0,inactive
166,CHEMBL589904,C#CCOc1cccc(C(=O)/C=C/c2ccc(OC)c(OC)c2OC)c1,352.3860000000001,3.6205000000000025,0.0,5.0,4.0,inactive
167,CHEMBL589903,C#CCOc1cccc(C(=O)/C=C/c2ccc(OC)cc2OC)c1,322.36,3.611900000000002,0.0,4.0,4.0,inactive
168,CHEMBL596611,C#CCOc1cccc(C(=O)/C=C/c2ccc(OC)cc2)c1,292.33399999999995,3.6033000000000026,0.0,3.0,4.0,inactive
169,CHEMBL596610,C#CCOc1ccccc1C(=O)/C=C/c1ccc(OC)c(OC)c1OC,352.38600000000014,3.6205000000000025,0.0,5.0,4.0,inactive
170,CHEMBL597220,C#CCOc1ccccc1C(=O)/C=C/c1ccc(OC)cc1OC,322.36000000000007,3.611900000000002,0.0,4.0,4.0,inactive
171,CHEMBL597219,C#CCOc1ccccc1C(=O)/C=C/c1ccc(OC)cc1,292.334,3.6033000000000026,0.0,3.0,4.0,inactive
172,CHEMBL597017,C#CCOc1ccc(/C=C/C(=O)c2ccc(OC)c(OC)c2OC)cc1,352.3860000000001,3.6205000000000025,0.0,5.0,4.0,inactive
173,CHEMBL602103,C#CCOc1ccc(/C=C/C(=O)c2ccc(OC)cc2OC)cc1,322.36,3.611900000000002,0.0,4.0,4.0,inactive
174,CHEMBL589510,C#CCOc1ccc(/C=C/C(=O)c2ccc(OC)cc2)cc1,292.33399999999995,3.6033000000000026,0.0,3.0,4.0,inactive
175,CHEMBL597626,C#CCOc1cccc(/C=C/C(=O)c2ccc(OC)c(OC)c2OC)c1,352.3860000000001,3.6205000000000025,0.0,5.0,4.721246399047171,inactive
176,CHEMBL597625,C#CCOc1cccc(/C=C/C(=O)c2ccc(OC)cc2OC)c1,322.36,3.611900000000002,0.0,4.0,4.0,inactive
177,CHEMBL597624,C#CCOc1cccc(/C=C/C(=O)c2ccc(OC)cc2)c1,292.33399999999995,3.6033000000000026,0.0,3.0,4.0,inactive
178,CHEMBL597896,C#CCOc1ccccc1/C=C/C(=O)c1ccc(OC)c(OC)c1OC,352.38600000000014,3.6205000000000025,0.0,5.0,4.0,inactive
179,CHEMBL589509,C#CCOc1ccccc1/C=C/C(=O)c1ccc(OC)cc1OC,322.36000000000007,3.611900000000002,0.0,4.0,4.0,inactive
180,CHEMBL597892,C#CCOc1ccccc1/C=C/C(=O)c1ccc(OC)cc1,292.334,3.6033000000000017,0.0,3.0,4.0,inactive
181,CHEMBL191881,CC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C=O)CCCNC(=N)N,426.5620000000001,0.01507000000000519,6.0,5.0,7.060480747381382,active
182,CHEMBL191881,CC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C=O)CCCNC(=N)N,426.5620000000001,0.01507000000000519,6.0,5.0,7.008773924307505,active
183,CHEMBL1689606,CC(C)CCNC(=O)[C@H](CC(C)C)NC=C1C(=O)Nc2c(Cl)cccc21,377.916,3.7996000000000025,3.0,3.0,4.375717904164332,inactive
184,CHEMBL1689610,CC(C)CCNC(=O)[C@H](Cc1ccccc1)NC=C1C(=O)Nc2ccc(Cl)cc21,411.93300000000016,3.9962000000000026,3.0,3.0,4.363512103646634,inactive
185,CHEMBL1689611,CC(C)CCNC(=O)[C@H](CCc1ccccc1)NC=C1C(=O)Nc2c(Cl)cccc21,425.9600000000001,4.386300000000003,3.0,3.0,4.356547323513812,inactive
186,CHEMBL1689604,CC(C)CCNC(=O)[C@H](CC(C)C)NC=C1C(=O)Nc2ccc(Cl)cc21,377.916,3.7996000000000016,3.0,3.0,4.355561410532162,inactive
187,CHEMBL1689605,CC(C)CCNC(=O)[C@H](CC(C)C)NC=C1C(=O)Nc2cc(Cl)ccc21,377.916,3.7996000000000016,3.0,3.0,4.314258261397736,inactive
188,CHEMBL1689609,CC(C)CCNC(=O)[C@H](CCc1ccccc1)NC=C1C(=O)Nc2ccccc21,391.5150000000001,3.7329000000000017,3.0,3.0,4.30189945437661,inactive
189,CHEMBL374508,CC(C)C[C@H](NC(=O)[C@H]1O[C@@H]1C(=O)O)C(=O)NCCCCN=C(N)N,357.4110000000002,-1.460899999999997,5.0,5.0,6.951946826884391,active
190,CHEMBL1689595,CN(C)C=C1C(=O)Nc2ccccc21,188.23000000000002,1.5412000000000001,1.0,2.0,4.301029995663981,inactive
191,CHEMBL1689596,CN(C)C=C1C(=O)Nc2ccc(Cl)cc21,222.675,2.1946000000000003,1.0,2.0,4.301029995663981,inactive
192,CHEMBL1689597,CN(C)C=C1C(=O)Nc2cc(Cl)ccc21,222.675,2.1946000000000003,1.0,2.0,4.301029995663981,inactive
193,CHEMBL1689598,CN(C)C=C1C(=O)Nc2c(Cl)cccc21,222.675,2.1946000000000003,1.0,2.0,4.301029995663981,inactive
194,CHEMBL1689599,CN(C)C=C1C(=O)N(C)c2ccccc21,202.257,1.5655000000000001,0.0,2.0,4.301029995663981,inactive
195,CHEMBL1689600,O=C1Nc2ccccc2C1=CSCc1ccccc1,267.35299999999995,3.913000000000002,1.0,2.0,4.301029995663981,inactive
196,CHEMBL1689601,O=C1Nc2ccccc2C1=CNc1ccccc1,236.274,3.0917000000000012,2.0,2.0,4.301029995663981,inactive
197,CHEMBL1689594,CCOC(=O)CNC=C1C(=O)Nc2ccccc21,246.26600000000002,1.1322999999999996,2.0,4.0,4.301029995663981,inactive
198,CHEMBL1689602,CCOC(=O)[C@H](Cc1ccccc1)NC=C1C(=O)Nc2ccccc21,336.3910000000001,2.7436000000000007,2.0,4.0,4.301029995663981,inactive
199,CHEMBL1689603,CC(C)CCNC(=O)[C@H](CC(C)C)NC=C1C(=O)Nc2ccccc21,343.471,3.1462000000000003,3.0,3.0,4.301029995663981,inactive
200,CHEMBL1689607,CC(C)CCNC(=O)[C@H](CC(C)C)NC=C1C(=O)N(C)c2ccccc21,357.49800000000005,3.1705000000000014,2.0,3.0,4.301029995663981,inactive
201,CHEMBL1689608,CC(C)CCNC(=O)CNC=C1C(=O)Nc2ccccc21,287.36300000000006,1.7314999999999996,3.0,3.0,4.301029995663981,inactive
202,CHEMBL1687962,O=C1Nc2ccccc2C1=CNCCCNc1ccnc2cc(Cl)ccc12,378.863,4.273000000000002,3.0,4.0,4.301029995663981,inactive
203,CHEMBL1689612,O=C1Nc2ccc(Cl)cc2C1=CNCCCNc1ccnc2cc(Cl)ccc12,413.30800000000005,4.926400000000003,3.0,4.0,4.301029995663981,inactive
204,CHEMBL1689613,O=C1Nc2cc(Cl)ccc2C1=CNCCCNc1ccnc2cc(Cl)ccc12,413.30800000000005,4.926400000000003,3.0,4.0,4.301029995663981,inactive
205,CHEMBL1689614,O=C1Nc2c(Cl)cccc2C1=CNCCCNc1ccnc2cc(Cl)ccc12,413.30800000000005,4.926400000000003,3.0,4.0,4.301029995663981,inactive
206,CHEMBL1689615,CN1C(=O)C(=CNCCCNc2ccnc3cc(Cl)ccc23)c2ccccc21,392.89000000000016,4.297300000000003,2.0,4.0,4.301029995663981,inactive
207,CHEMBL374508,CC(C)C[C@H](NC(=O)[C@H]1O[C@@H]1C(=O)O)C(=O)NCCCCN=C(N)N,357.4110000000002,-1.460899999999997,5.0,5.0,7.698970004336019,active
208,CHEMBL2235041,Cc1ccc2nc(C)cc(N/N=C/c3ccc(O[C@H]4O[C@@H]5O[C@@]6(C)CC[C@H]7[C@H](C)CC[C@@H]([C@H]4C)[C@@]57OO6)cc3)c2c1,557.6910000000005,6.884440000000007,1.0,8.0,6.107905397309519,active
209,CHEMBL2235040,Cc1cc(N/N=C/c2ccc(O[C@H]3O[C@@H]4O[C@@]5(C)CC[C@H]6[C@H](C)CC[C@@H]([C@H]3C)[C@@]46OO5)cc2)c2ccc(C)c(C)c2n1,571.7180000000002,7.1928600000000085,1.0,8.0,6.075720713938118,active
210,CHEMBL2235039,Cc1cc(N/N=C/c2ccc(O[C@H]3O[C@@H]4O[C@@]5(C)CC[C@H]6[C@H](C)CC[C@@H]([C@H]3C)[C@@]46OO5)cc2)c2ccc(Cl)cc2n1,578.1090000000003,7.229420000000007,1.0,8.0,6.769551078621726,active
211,CHEMBL2235038,Cc1cc(N/N=C/c2ccc(O[C@H]3O[C@@H]4O[C@@]5(C)CC[C@H]6[C@H](C)CC[C@@H]([C@H]3C)[C@@]46OO5)cc2)c2cc(Br)ccc2n1,622.5600000000003,7.338520000000007,1.0,8.0,6.585026652029182,active
212,CHEMBL2235037,COc1ccc2nc(C)cc(N/N=C/c3ccc(O[C@H]4O[C@@H]5O[C@@]6(C)CC[C@H]7[C@H](C)CC[C@@H]([C@H]4C)[C@@]57OO6)cc3)c2c1,573.6900000000004,6.584620000000007,1.0,9.0,6.5376020021010435,active
213,CHEMBL2235036,Cc1cc(N/N=C/c2ccc(O[C@H]3O[C@@H]4O[C@@]5(C)CC[C@H]6[C@H](C)CC[C@@H]([C@H]3C)[C@@]46OO5)cc2)c2ccccc2n1,543.6640000000003,6.576020000000007,1.0,8.0,6.050609993355087,active
214,CHEMBL2235035,Cc1cc(N/N=C/c2ccc(O[C@H]3O[C@@H]4O[C@@]5(C)CC[C@H]6[C@H](C)CC[C@@H]([C@H]3C)[C@@]46OO5)cc2)c2cc(F)ccc2n1,561.6540000000003,6.715120000000008,1.0,8.0,6.173925197299173,active
215,CHEMBL2235034,Cc1cc(N/N=C/c2ccc(O[C@H]3O[C@@H]4O[C@@]5(C)CC[C@H]6[C@H](C)CC[C@@H]([C@H]3C)[C@@]46OO5)cc2)c2cccc(F)c2n1,561.6540000000003,6.715120000000007,1.0,8.0,6.552841968657781,active
216,CHEMBL2235033,CCc1cccc2c(N/N=C/c3ccc(O[C@H]4O[C@@H]5O[C@@]6(C)CC[C@H]7[C@H](C)CC[C@@H]([C@H]4C)[C@@]57OO6)cc3)cc(C)nc12,571.7180000000003,7.138420000000008,1.0,8.0,6.2839966563652006,active
217,CHEMBL2235032,Cc1cc(N/N=C/c2ccc(O[C@H]3O[C@@H]4O[C@@]5(C)CC[C@H]6[C@H](C)CC[C@@H]([C@H]3C)[C@@]46OO5)cc2)c2c(Cl)ccc(C)c2n1,592.1360000000002,7.537840000000008,1.0,8.0,6.4089353929735005,active
218,CHEMBL2235031,Cc1cc(N/N=C/c2ccc(O[C@H]3O[C@@H]4O[C@@]5(C)CC[C@H]6[C@H](C)CC[C@@H]([C@H]3C)[C@@]46OO5)cc2)c2cc(Cl)ccc2n1,578.1090000000003,7.229420000000007,1.0,8.0,6.823908740944319,active
219,CHEMBL2235030,Cc1cc(N/N=C/c2ccc(O[C@H]3O[C@@H]4O[C@@]5(C)CC[C@H]6[C@H](C)CC[C@@H]([C@H]3C)[C@@]46OO5)cc2)c2ccc(Cl)c(C)c2n1,592.1360000000002,7.537840000000008,1.0,8.0,6.6777807052660805,active
220,CHEMBL2235029,Cc1cc(N/N=C/c2ccc(O[C@H]3O[C@@H]4O[C@@]5(C)CC[C@H]6[C@H](C)CC[C@@H]([C@H]3C)[C@@]46OO5)cc2)c2cccc(C)c2n1,557.6910000000003,6.884440000000008,1.0,8.0,5.642065152999546,intermediate
221,CHEMBL2235028,Cc1cc(N/N=C/c2ccc(O[C@H]3O[C@@H]4O[C@@]5(C)CC[C@H]6[C@H](C)CC[C@@H]([C@H]3C)[C@@]46OO5)cc2)c2cccc(Br)c2n1,622.5600000000003,7.338520000000007,1.0,8.0,6.075720713938118,active
222,CHEMBL2260636,CC(=O)OCc1nc(CCC(=O)CSCCCc2ccccc2)sc1CCc1ccccc1,481.68300000000016,5.859100000000007,0.0,6.0,4.301029995663981,inactive
223,CHEMBL2260635,O=C(CCc1nc(CO)c(CCc2ccccc2)s1)CSCCCc1ccccc1,439.64600000000024,5.288300000000005,1.0,5.0,4.301029995663981,inactive
224,CHEMBL2260634,NC(=O)CCc1sc(NC(=O)CSCCCc2ccccc2)nc1/C=C/c1ccccc1,465.6440000000001,5.035900000000004,2.0,5.0,4.2580609222708015,inactive
225,CHEMBL2260632,CC(=O)NCCCc1sc(CCC(=O)CSCCCc2ccccc2)nc1CCc1ccccc1,508.75300000000027,5.864700000000006,1.0,5.0,4.301029995663981,inactive
226,CHEMBL2260631,NC(=O)CCc1sc(CCC(=O)CSCCCc2ccccc2)nc1CCc1ccccc1,480.69900000000024,5.213900000000005,1.0,5.0,4.301029995663981,inactive
227,CHEMBL2260630,O=CCCc1sc(CCC(=O)CSCCCc2ccccc2)nc1CCc1ccccc1,465.6840000000002,5.927500000000006,0.0,5.0,4.301029995663981,inactive
228,CHEMBL2260629,O=C(CCc1nc(CCc2ccccc2)c(CCCO)s1)CSCCCc1ccccc1,467.7000000000002,5.720900000000007,1.0,5.0,4.301029995663981,inactive
229,CHEMBL2260628,O=C(/C=C/c1nc(CCc2ccccc2)c(CCCO)s1)CSCCCc1ccccc1,465.68400000000025,5.801500000000007,1.0,5.0,4.531652669587842,inactive
230,CHEMBL2260636,CC(=O)OCc1nc(CCC(=O)CSCCCc2ccccc2)sc1CCc1ccccc1,481.68300000000016,5.859100000000007,0.0,6.0,4.481486060122112,inactive
231,CHEMBL2260635,O=C(CCc1nc(CO)c(CCc2ccccc2)s1)CSCCCc1ccccc1,439.64600000000024,5.288300000000005,1.0,5.0,4.903089986991944,inactive
232,CHEMBL2260634,NC(=O)CCc1sc(NC(=O)CSCCCc2ccccc2)nc1/C=C/c1ccccc1,465.6440000000001,5.035900000000004,2.0,5.0,4.815308569182401,inactive
233,CHEMBL2260632,CC(=O)NCCCc1sc(CCC(=O)CSCCCc2ccccc2)nc1CCc1ccccc1,508.75300000000027,5.864700000000006,1.0,5.0,4.481486060122112,inactive
234,CHEMBL2260631,NC(=O)CCc1sc(CCC(=O)CSCCCc2ccccc2)nc1CCc1ccccc1,480.69900000000024,5.213900000000005,1.0,5.0,4.481486060122112,inactive
235,CHEMBL2260630,O=CCCc1sc(CCC(=O)CSCCCc2ccccc2)nc1CCc1ccccc1,465.6840000000002,5.927500000000006,0.0,5.0,4.407823242604133,inactive
236,CHEMBL2260629,O=C(CCc1nc(CCc2ccccc2)c(CCCO)s1)CSCCCc1ccccc1,467.7000000000002,5.720900000000007,1.0,5.0,4.903089986991944,inactive
237,CHEMBL2260628,O=C(/C=C/c1nc(CCc2ccccc2)c(CCCO)s1)CSCCCc1ccccc1,465.68400000000025,5.801500000000007,1.0,5.0,5.180456064458132,intermediate
238,CHEMBL3120850,O=C(CN1CCOCC1)[C@H](CCc1ccccc1)NC(=O)[C@@H]1C[C@@H](O)CN1C(=O)OCc1ccccc1,509.6030000000003,1.7773000000000008,2.0,7.0,4.301029995663981,inactive
239,CHEMBL3120849,CC(=O)SCC(=O)[C@H](CCc1ccccc1)NC(=O)[C@@H]1C[C@@H](O)CN1C(=O)OCc1ccccc1,498.60100000000034,2.7248,2.0,7.0,4.301029995663981,inactive
240,CHEMBL3120848,O=C(CSCCCc1ccccc1)[C@H](CCc1ccccc1)NC(=O)[C@@H]1C[C@@H](O)CN1C(=O)OCc1ccccc1,574.7430000000004,4.811100000000004,2.0,6.0,5.958607314841775,intermediate
241,CHEMBL3120847,O=C(CO)[C@H](CCc1ccccc1)NC(=O)[C@@H]1C[C@@H](O)CN1C(=O)OCc1ccccc1,440.4960000000002,1.437399999999999,3.0,6.0,7.096910013008056,active
242,CHEMBL3120846,O=C(NC1C2C=CC(C2)C1C(=O)N[C@@H](CCc1ccccc1)C(=O)CO)OCc1ccccc1,462.5460000000002,2.7825000000000006,3.0,5.0,4.473144012874125,inactive
243,CHEMBL3120844,O=C(N[C@@H](CCc1ccccc1)C(=O)N[C@@H](CCc1ccccc1)C(=O)CO)OCc1ccccc1,488.58400000000023,3.593200000000003,3.0,5.0,4.521722168080395,inactive
244,CHEMBL3120845,CC(=O)OCC(=O)[C@H](CCc1ccccc1)NC(=O)C1C2C=CC(C2)C1NC(=O)OCc1ccccc1,504.58300000000025,3.3533000000000017,2.0,6.0,4.301029995663981,inactive
245,CHEMBL3120843,CC(=O)OCC(=O)[C@H](CCc1ccccc1)NC(=O)[C@H](CCc1ccccc1)NC(=O)OCc1ccccc1,530.6210000000003,4.164000000000003,2.0,6.0,4.527682453683158,inactive
246,CHEMBL3120842,O=C(NC1(C(=O)N[C@@H](CCc2ccccc2)C(=O)CO)CCSCC1)OCc1ccccc1,470.59100000000035,2.8576000000000006,3.0,6.0,5.488116639021126,intermediate
247,CHEMBL3120840,O=C1CCC(NC(=O)OCc2ccccc2)(C(=O)N[C@@H](CCc2ccccc2)C(=O)CO)CC1,466.5340000000003,2.473700000000001,3.0,6.0,4.301029995663981,inactive
248,CHEMBL3120841,CC(=O)OCC(=O)[C@H](CCc1ccccc1)NC(=O)C1(NC(=O)OCc2ccccc2)CCSCC1,512.6280000000004,3.4284000000000017,2.0,7.0,4.4703130462270835,inactive
249,CHEMBL3120839,O=C(CO)[C@H](CCc1ccccc1)NC(=O)[C@@H]1Cc2ccccc2CN1C(=O)OCc1ccccc1,486.56800000000027,3.4291000000000027,2.0,5.0,4.301029995663981,inactive
250,CHEMBL3120838,CC(=O)OCC(=O)[C@H](CCc1ccccc1)NC(=O)[C@@H]1Cc2ccccc2CN1C(=O)OCc1ccccc1,528.6050000000004,3.999900000000003,1.0,6.0,4.301029995663981,inactive
251,CHEMBL3120836,O=C(N[C@H]1CC=CC[C@H]1C(=O)N[C@@H](CCc1ccccc1)C(=O)CO)OCc1ccccc1,450.5350000000002,2.9266000000000014,3.0,5.0,4.301029995663981,inactive
252,CHEMBL3120837,O=C(N[C@H]1CCC[C@H]1C(=O)N[C@@H](CCc1ccccc1)C(=O)CO)OCc1ccccc1,438.5240000000002,2.7605000000000013,3.0,5.0,4.301029995663981,inactive
253,CHEMBL3120835,O=C(N[C@@H]1CCCC[C@@H]1C(=O)N[C@@H](CCc1ccccc1)C(=O)CO)OCc1ccccc1,452.5510000000002,3.1506000000000016,3.0,5.0,5.354577730650908,intermediate
254,CHEMBL3120834,O=C(N[C@H]1CCCC[C@H]1C(=O)N[C@@H](CCc1ccccc1)C(=O)CO)OCc1ccccc1,452.5510000000002,3.1506000000000016,3.0,5.0,5.2580609222708015,intermediate
255,CHEMBL3120832,CC(=O)OCC(=O)[C@H](CCc1ccccc1)NC(=O)[C@@H]1COC(C)(C)N1C(=O)OCc1ccccc1,496.56000000000034,3.009900000000001,1.0,7.0,4.301029995663981,inactive
256,CHEMBL3120833,CC1(C)OC[C@@H](C(=O)N[C@@H](CCc2ccccc2)C(=O)CO)N1C(=O)OCc1ccccc1,454.52300000000025,2.4391,2.0,6.0,4.301029995663981,inactive
257,CHEMBL3120831,CC(=O)SCC(=O)[C@H](CCc1ccccc1)NC(=O)[C@@H]1CCCN1C(=O)OCc1ccccc1,482.6020000000004,3.754000000000003,1.0,6.0,4.301029995663981,inactive
258,CHEMBL3120829,O=C(CO)[C@H](CCc1ccccc1)NC(=O)[C@@H]1CCCN1C(=O)OCc1ccccc1,424.49700000000024,2.4665999999999997,2.0,5.0,4.301029995663981,inactive
259,CHEMBL3120830,O=C(CSCCCc1ccccc1)[C@H](CCc1ccccc1)NC(=O)[C@@H]1CCCN1C(=O)OCc1ccccc1,558.7440000000004,5.840300000000006,1.0,5.0,4.317584138322641,inactive
260,CHEMBL3352874,CC(C)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C(C)C)N(C)C)C(=O)N[C@@H](C)/C=C/C(=O)N1C(=O)C=C(OCc2ccccc2)[C@@H]1C(C)C.O=C(O)C(F)(F)F,795.9410000000003,4.822700000000006,4.0,8.0,8.163675884293248,active
261,CHEMBL3358144,CC(C)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C(C)C)N(C)C)C(=O)N[C@@H](C)/C=C/C(=O)N1CC(OCc2ccccc2)=CC1=O.O=C(O)C(F)(F)F,753.8600000000004,3.798100000000006,4.0,8.0,8.018181392829336,active
262,CHEMBL3358143,COC1=CC(=O)N(C(=O)/C=C/[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C(C)C)N(C)C)[C@H]1Cc1c[nH]c2ccccc12.O=C(O)C(F)(F)F,806.9240000000002,4.320300000000006,5.0,8.0,7.920818753952375,active
263,CHEMBL3358142,COC1=CC(=O)N(C(=O)/C=C/[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C(C)C)N(C)C)[C@H]1Cc1ccc(O)cc1.O=C(O)C(F)(F)F,783.8860000000003,3.5446000000000044,5.0,9.0,8.279840696594043,active
264,CHEMBL3358141,COC1=CC(=O)N(C(=O)/C=C/[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C(C)C)N(C)C)[C@H]1C(C)C.O=C(O)C(F)(F)F,719.8430000000003,3.2523000000000053,4.0,8.0,8.021363051615525,active
265,CHEMBL3358140,COC1=CC(=O)N(C(=O)/C=C/[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C(C)C)N(C)C)C1.O=C(O)C(F)(F)F,677.7620000000003,2.2277000000000045,4.0,8.0,7.605548319173784,active
266,CHEMBL3358139,CC[C@H](C)[C@@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@@H](C)/C=C/C(=O)N[C@@H](C)C(=O)N1C[C@@H](O)C[C@H]1C(=O)OC)C(C)C)N(C)C.O=C(O)C(F)(F)F,894.043,1.499000000000011,7.0,11.0,4.301029995663981,inactive
267,CHEMBL3358138,CC[C@H](C)[C@@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@@H](C)/C=C/C(=O)N[C@@H](C)C(=O)NCc1ccccc1)C(C)C)N(C)C.O=C(O)C(F)(F)F,856.041,3.6806000000000116,7.0,8.0,4.301029995663981,inactive
268,CHEMBL3358137,CC(C)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]1CCCN1C)C(=O)N[C@@H](C)/C=C/C(=O)N[C@@H](C)C(=O)NCc1ccccc1.O=C(O)C(F)(F)F,726.8380000000003,2.6577000000000064,6.0,7.0,5.221848749616356,intermediate
269,CHEMBL3358136,CC(C)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](C(C)C)N(C)C)C(=O)N[C@@H](C)/C=C/C(=O)N[C@@H](C)C(=O)NCc1ccccc1.O=C(O)C(F)(F)F,742.8810000000003,3.1497000000000073,6.0,7.0,5.468521082957745,intermediate
