molecule_chembl_id,canonical_smiles,standard_value
CHEMBL1213751,COc1cc2cc(/C=C/C(=O)c3ccc(Cl)cc3Cl)c(Cl)nc2cc1OC,100000.0
CHEMBL5424800,O=[N+]([O-])c1ccc(-n2cc(COc3ccnc4cc(Cl)ccc34)nn2)cc1,16160.0
CHEMBL5416707,COc1ccc(-n2cc(COc3ccnc4cc(Cl)ccc34)nn2)cc1,25370.0
CHEMBL5404412,Fc1ccc(-n2cc(COc3ccnc4cc(Cl)ccc34)nn2)c(F)c1,25380.0
CHEMBL5406869,Fc1ccc(-n2cc(COc3ccnc4cc(Cl)ccc34)nn2)cc1F,25640.0
CHEMBL5399441,Cc1ccc(-n2cc(COc3ccnc4cc(Cl)ccc34)nn2)cc1,26590.0
CHEMBL5402350,Fc1ccc(-n2cc(COc3ccnc4cc(Cl)ccc34)nn2)cc1Cl,45080.0
CHEMBL5417979,Fc1ccccc1-n1cc(COc2ccnc3cc(Cl)ccc23)nn1,107320.0
CHEMBL5394920,O=C(c1cc(Cl)nc2ccccc12)N1CCN(c2ccnc3cc(Cl)ccc23)CC1,4780.0
CHEMBL5395393,CC(=O)Nc1ccc(S(=O)(=O)N2CCN(C(=O)c3cc(Cl)nc4ccccc34)CC2)cc1,7370.0
CHEMBL5439062,COc1ccc(-c2cc(C(=O)N3CCN(S(=O)(=O)c4ccc(NC(C)=O)cc4)CC3)c3ccccc3n2)cc1,2140.0
CHEMBL5425369,CC(=O)Nc1ccc(S(=O)(=O)N2CCN(C(=O)c3cc(-c4ccc(OC(F)(F)F)cc4)nc4ccccc34)CC2)cc1,2640.0
CHEMBL5398030,O=C(c1cc(-c2ccccc2)nc2ccccc12)N1CCN(c2cc(=O)[nH]c3ccccc23)CC1,13010.0
CHEMBL5412407,O=C(c1cc(-c2ccccc2)nc2ccccc12)N1CCN(S(=O)(=O)c2ccc(Cl)cc2Cl)CC1,4200.0
CHEMBL5437576,COc1cc(OC)c(/C=C2\SC(=O)N(CC(=O)N3CCN(c4ccccc4)CC3)C2=O)c(OC)c1,25500.0
CHEMBL5408566,O=C(N[C@H](Cc1c[nH]c2ccccc12)C(=O)NCc1ccccc1)Oc1ccccc1,29700.0
CHEMBL5420035,O=C(Cc1ccccc1)N[C@H](Cc1c[nH]c2ccccc12)C(=O)NCc1ccccc1,39400.0
CHEMBL5438601,O=C(N[C@H](Cc1c[nH]c2ccccc12)C(=O)NCc1ccc([N+](=O)[O-])cc1)Oc1ccccc1,10000.0
CHEMBL5400936,COC(=O)c1ccc(CNC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)Oc2ccccc2)cc1,13300.0
CHEMBL5436591,CCOc1ccc(NC(=O)N/N=C/c2ccc(C(=O)O[C@@H]3O[C@@H]4O[C@@]5(C)CC[C@H]6[C@H](C)CC[C@@H]([C@H]3C)[C@@]46OO5)cc2)cc1,290.0
CHEMBL5394407,C[C@H]1[C@H](OC(=O)c2ccc(/C=N/NC(=O)Nc3ccccc3F)cc2)O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3,470.0
CHEMBL5420927,C[C@H]1[C@H](OC(=O)c2ccc(/C=N/NC(=O)Nc3ccc(F)cc3)cc2)O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3,650.0
CHEMBL5411995,Cc1cc(C)cc(NC(=O)N/N=C/c2ccc(C(=O)O[C@@H]3O[C@@H]4O[C@@]5(C)CC[C@H]6[C@H](C)CC[C@@H]([C@H]3C)[C@@]46OO5)cc2)c1,570.0
CHEMBL5426937,C[C@H]1[C@@H](Oc2ccc(/C=N/NC(=S)Nc3ccccc3F)cc2)O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3,2510.0
CHEMBL5411313,Cc1ccc(NC(=S)N/N=C/c2ccc(O[C@H]3O[C@@H]4O[C@@]5(C)CC[C@H]6[C@H](C)CC[C@@H]([C@H]3C)[C@@]46OO5)cc2)c(C)c1,1350.0
CHEMBL5428518,Cc1ccc(NC(=O)N/N=C/c2ccc(O[C@H]3O[C@@H]4O[C@@]5(C)CC[C@H]6[C@H](C)CC[C@@H]([C@H]3C)[C@@]46OO5)cc2)c(C)c1,1030.0
CHEMBL5398031,CCOc1cccc(NC(=S)N/N=C/c2ccc(O[C@H]3O[C@@H]4O[C@@]5(C)CC[C@H]6[C@H](C)CC[C@@H]([C@H]3C)[C@@]46OO5)cc2)c1,520.0
CHEMBL5434197,NC(=O)c1c(NC(=O)CSc2nc3scc(-c4ccccc4)c3c(=O)n2C2CCCCC2)sc2c1CCC2,1460.0
CHEMBL5404235,C=CCn1c(SCC(=O)Nc2sc3c(c2C(N)=O)CCC3)nc2sc3c(c2c1=O)CCCC3,5770.0
CHEMBL5424376,C=CCn1c(SCC(=O)Nc2sc3c(c2C(N)=O)CCC3)nc2scc(-c3ccc(Cl)cc3)c2c1=O,2950.0
CHEMBL5419333,C=CCn1c(SCC(=O)Nc2sc3c(c2C(N)=O)CCC3)nc2scc(-c3cccc([N+](=O)[O-])c3)c2c1=O,11800.0
CHEMBL559434,C=CCn1c(SCC(=O)Nc2sc3c(c2C(N)=O)CCC3)nc2scc(-c3ccccc3)c2c1=O,2810.0
CHEMBL5426764,O=C(/C=C\c1ccc(O)c(O)c1)O[C@H]1CO[C@@H](Oc2c(-c3ccc(O)cc3)oc3cc(O)cc(O)c3c2=O)[C@H](OC(=O)/C=C/c2ccc(O)cc2)[C@H]1O,440.0
CHEMBL5421969,C(=C/c1cn(-c2ccccc2)nc1-c1ccccc1)\c1nnc(-c2c[nH]c3ccccc23)o1,7000.0
CHEMBL5436386,Cc1ccc(-c2nn(-c3ccccc3)cc2/C=C/c2nnc(-c3ccc(Cl)cc3Cl)o2)cc1,110000.0
CHEMBL5440402,Cc1ccc(-c2nn(-c3ccccc3)cc2/C=C/c2nnc(-c3ccc([N+](=O)[O-])cc3)o2)cc1,16000.0
CHEMBL5420344,Cc1ccc(-c2nn(-c3ccccc3)cc2/C=C/c2nnc(-c3ccc(Cl)cc3)o2)cc1,20000.0
CHEMBL5424180,C(=C/c1cn(-c2ccccc2)nc1-c1ccccc1)\c1nnc(-c2ccco2)o1,14000.0
CHEMBL4215216,COc1cccc(/C=C(\C#N)c2nc3ccccc3[nH]2)c1,2210.0
CHEMBL5409393,COc1cc(/C=C(\C#N)c2nc3ccccc3[nH]2)cc(OC)c1,3610.0
CHEMBL5437384,N=C(N)NCCC[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1)C(=O)CF,0.36
CHEMBL5407224,O=C(CF)[C@H](CCc1ccccc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)N1CCOCC1,3.0
CHEMBL5398692,CC(C)C[C@H](NC(=O)N1CCOCC1)C(=O)N[C@@H](CCc1ccccc1)C(=O)CF,0.42
CHEMBL5438396,Fc1ccc(-n2cc(COc3cccc4cc(Cl)ccc34)nn2)cc1F,25640.0
CHEMBL5416078,O=[N+]([O-])c1ccc(-n2cc(COc3cccc4cc(Cl)ccc34)nn2)cc1,16160.0
CHEMBL5394154,Oc1ccccc1C(c1ccc(C(F)(F)F)cc1)N1CCN(c2cnccn2)CC1,8500.0
CHEMBL5422873,COc1ccc(C(c2ccccc2O)N2CCN(c3cnccn3)CC2)cc1,31100.0
CHEMBL5437766,COc1cccc(C(c2ccc(OC(F)(F)F)cc2)N2CCN(c3cnccn3)CC2)c1O,11400.0
CHEMBL5398485,COc1cccc(C(c2ccc(C(F)(F)F)cc2)N2CCN(c3cnccn3)CC2)c1O,6200.0
CHEMBL5395561,COc1cccc(C(c2ccc(F)c(F)c2)N2CCN(c3cnccn3)CC2)c1O,24300.0
CHEMBL5434874,Oc1ccccc1C(c1ccc(OC(F)(F)F)cc1)N1CCN(c2cnccn2)CC1,5900.0
CHEMBL5400091,Oc1ccccc1C(c1ccc(Cl)c(Cl)c1)N1CCN(c2cnccn2)CC1,6600.0
CHEMBL374508,CC(C)C[C@H](NC(=O)[C@H]1O[C@@H]1C(=O)O)C(=O)NCCCCN=C(N)N,54.4
CHEMBL5406869,Fc1ccc(-n2cc(COc3ccnc4cc(Cl)ccc34)nn2)cc1F,25640.0
CHEMBL5424800,O=[N+]([O-])c1ccc(-n2cc(COc3ccnc4cc(Cl)ccc34)nn2)cc1,16160.0
CHEMBL5556412,O=C(Cn1cc(CN2CCN(c3ccnc4cc(Cl)ccc34)CC2)nn1)Nc1cccc([N+](=O)[O-])c1,8100.0
CHEMBL5563817,O=[N+]([O-])c1ccc(-n2cc(COc3cccc4nc(Cl)ccc34)nn2)cc1,16160.0
CHEMBL5625072,Cc1ccc(C(c2ccccc2O)N2CCN(c3ccnc4cc(Cl)ccc34)CC2)cc1,6100.0
CHEMBL5630622,Oc1ccccc1C(c1ccc(F)c(Cl)c1)N1CCN(c2ccnc3cc(Cl)ccc23)CC1,8700.0
CHEMBL5630614,Oc1ccccc1C(c1ccc(F)c(F)c1)N1CCN(c2ccnc3cc(Cl)ccc23)CC1,3900.0
CHEMBL5630817,Oc1ccccc1C(c1ccc(OC(F)(F)F)cc1)N1CCN(c2ccnc3cc(Cl)ccc23)CC1,4800.0
CHEMBL5624786,COc1ccc(C(c2cccc(OC)c2O)N2CCN(c3ccnc4cc(Cl)ccc34)CC2)cc1,7100.0
CHEMBL5630854,COc1cccc(C(c2ccc(F)c(F)c2)N2CCN(c3ccnc4cc(Cl)ccc34)CC2)c1O,10400.0
CHEMBL5630121,COc1cccc(C(c2ccc(C(F)(F)F)cc2)N2CCN(c3ccnc4cc(Cl)ccc34)CC2)c1O,5400.0
CHEMBL5624599,COc1cccc(C(c2ccc(Cl)c(Cl)c2)N2CCN(c3ccnc4cc(Cl)ccc34)CC2)c1O,4600.0
CHEMBL1458713,CC(C)C[C@H](NC(=O)[C@@H]1O[C@H]1C(=O)O)C(=O)NCCCCN=C(N)N,54400.0
